epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.9183162450790405,0.0010000000474974513,0.940221905708313,0.9966512322425842,0.5832293033599854
1,0.9928222894668579,0.0010000000474974513,0.5836710929870605,0.9990150928497314,0.525105357170105
2,0.9963329434394836,0.0010000000474974513,0.5538065433502197,0.9992120265960693,0.5120771527290344
3,0.9971323609352112,0.0010000000474974513,0.5420639514923096,0.9998030066490173,0.5044758915901184
4,0.9975494742393494,0.0010000000474974513,0.5375321507453918,0.9996060132980347,0.4997127056121826
5,0.9977580308914185,0.0010000000474974513,0.5351815223693848,0.9996060132980347,0.49837520718574524
6,0.9980534911155701,0.0010000000474974513,0.5328822135925293,0.9997045397758484,0.49558499455451965
